Count,Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
4,189.004,362.981,2342,1478,5224316,2230.707,285.736,2187.5,1835,3059,392.822,197.977,5.718,4.252,1.935,4.075,392.835,198.027,5.758,362,180,1,56,39,10
5,217.653,358.679,2697,1234,6951524,2577.502,712.941,2366,1835,5832,447.393,206.126,7.65,4.417,1.517,4.719,447.451,205.975,8.029,434,194,1,24,25,13
6,115.242,222.613,1428,860,3523453,2467.404,499.585,2336,1836,4446,379.29,233.783,3.697,3.091,1.193,2.829,378.83,233.418,3.68,362,221,1,35,29,6
7,283.021,431.434,3507,1783,8093031,2307.679,371.791,2205,1835,3328,114.547,252.267,4.754,4.609,1.683,4.541,114.338,252.796,4.8,103,223,1,27,58,8
8,225.239,452.589,2791,1961,6545894,2345.358,479.118,2207,1835,4755,311.18,247.354,2.913,4.371,1.615,4.381,310.896,247.12,2.784,290,230,1,46,39,8
9,71.26,234.62,883,608,1878067,2126.916,297.009,2030,1835,3301,90.772,275.787,5.646,3.705,1.646,3.752,90.492,276.295,5.79,82,257,1,19,35,11
10,57.863,130.682,717,492,1531249,2135.633,218.169,2084,1835,2616,328.915,287.423,2.98,2.339,0.794,2.371,328.916,287.321,2.971,323,276,1,13,26,6
11,141.632,211.571,1755,614,7831165,4462.202,2450.79,3619,1835,11756,411.801,292.332,4.669,3.45,0.819,3.449,411.887,292.271,4.347,402,284,1,20,18,10
12,176.414,290.971,2186,1101,5346353,2445.724,517.532,2317.5,1835,4402,88.916,305.421,3.597,3.545,1.011,3.446,88.968,305.172,3.352,78,292,1,23,29,11
13,525.531,578.365,6512,2225,21450302,3293.965,1303.699,2897,1835,8405,394.257,313.164,7.911,5.234,1.298,5.317,394.218,313.462,8.269,379,297,1,37,33,13
14,1522.925,1338.032,18871,5511,113843816,6032.739,4171.637,4562,1835,22405,147.673,337.612,6.596,7.529,1.721,7.238,147.723,334.056,6.119,117,298,1,63,84,13
15,347.018,430.136,4300,1545,15714623,3654.563,1875.43,3016,1835,11747,411.079,348.083,5.003,4.308,0.804,4.245,409.974,348.013,4.666,399,333,1,36,29,12
16,170.927,312.557,2118,1246,4692545,2215.555,283.061,2149,1835,3089,338.732,372.929,6.038,4.27,1.568,4.244,338.659,373.224,5.935,330,348,1,22,48,10
17,223.544,413.084,2770,1845,6174095,2228.915,285.406,2159,1835,3256,235.377,403.961,4.745,4.52,1.427,4.498,235.242,404.001,4.77,221,384,1,40,34,11
18,878.843,1081.584,10890,4689,39738080,3649.043,1644.008,3156.5,1835,12557,72.191,418.748,5.543,6.549,2.051,6.581,72.954,418.394,5.037,47,380,1,57,80,12
19,146.555,235.209,1816,1048,4650746,2560.983,537.855,2458,1835,4482,225.442,445.919,2.488,3.077,0.871,2.944,225.608,445.963,2.488,212,431,1,26,34,5
20,58.267,150.321,722,487,1490050,2063.781,161.455,2041.5,1835,2629,115.686,471.089,4.343,2.994,1.119,2.93,115.59,471.166,4.39,105,460,1,21,21,9
21,419.972,529.783,5204,1972,21136178,4061.525,2088.444,3343,1835,11663,69.388,510.019,4.402,5.212,1.583,4.955,69.221,508.863,3.849,57,484,1,26,56,10
22,1033.226,878.88,12803,3363,58522864,4571.027,2426.265,3808,1835,15137,34.006,579.736,7.287,6.534,1.305,6.446,33.584,578.747,7.453,14,553,1,49,58,13
23,154.302,251.621,1912,1007,4732512,2475.163,535.651,2337.5,1835,4335,152.211,589.532,3.524,3.369,0.898,3.318,152.476,588.923,3.609,141,574,1,23,36,7
24,755.692,1040.893,9364,4301,24640936,2631.454,651,2465,1835,4537,533.361,604.95,6.126,7.002,2.692,6.63,532.581,604.293,5.981,494,583,1,85,56,12
25,495.106,617.36,6135,2459,17374378,2832.01,771.908,2660,1835,5380,398.847,619.991,5.409,5.274,1.73,5.446,398.847,619.799,5.316,375,604,1,56,37,10
26,541.187,858.406,6706,3507,20933112,3121.55,1829.299,2424,1835,13835,271.542,647.966,5.17,5.861,2.179,5.656,272.503,647.856,5.607,249,617,1,44,69,13
27,237.909,427.229,2948,1648,6581993,2232.698,310.114,2171.5,1835,3650,353.739,622.94,6.075,4.296,1.331,4.363,353.786,623.106,5.932,341,603,1,24,39,11
28,692.906,873.012,8586,3530,24307116,2831.018,937.921,2572,1835,8260,33.086,653.477,6.265,5.964,2.194,5.728,32.617,653.348,6.114,10,625,1,70,55,11
29,33.814,87.89,419,332,882817,2106.962,195.378,2073,1836,2634,514.933,646.461,2.427,1.796,0.555,1.822,514.871,646.51,2.424,507,640,1,19,14,4
30,33.249,78.367,412,405,876642,2127.772,148.228,2131,1836,2448,318.316,654.529,1.556,1.669,0.56,1.708,318.289,654.453,1.553,311,645,1,16,21,3
31,191.99,345.057,2379,1337,6255104,2629.3,707.861,2403,1835,4937,235.064,639.362,5.407,4.518,1.538,4.727,234.972,638.523,5.541,224,620,1,22,42,10
32,1139.349,1482.959,14118,5334,41728436,2955.69,1121.972,2663,1835,10500,418.786,703.882,7.136,9.963,4.475,9.511,421.1,702.174,6.824,350,661,1,111,79,13
33,71.986,142.632,892,477,2104149,2358.911,385.403,2285,1837,3632,300.508,675.425,4.15,2.476,0.571,2.402,300.59,675.265,4.126,294,663,1,13,24,7
34,131.141,220.843,1625,747,3846092,2366.826,376.709,2308,1835,3463,164.123,687.912,4.093,3.358,0.893,3.287,164.157,687.616,3.966,157,673,1,15,33,9
35,271.32,439.344,3362,1606,8313665,2472.833,440.396,2411,1835,3570,128.028,694.813,4.626,4.366,1.312,4.192,127.996,695.186,4.498,112,667,1,31,46,10
36,2845.467,3258.729,35259,12289,132050464,3745.156,2382.91,2954,1835,16627,549.175,716.34,7.995,11.499,4.633,10.488,548.378,719.749,7.993,492,639,1,116,139,13
37,593.078,924.504,7349,3551,20388576,2774.333,852.049,2515,1835,6650,48.171,730.058,5.072,6.57,2.762,6.513,46.992,729.19,5.026,12,706,1,72,67,10
38,850.678,909.27,10541,4147,32197350,3054.487,1004.336,2777,1835,6469,153.379,744.935,6.412,6.672,2.583,6.492,153.477,745.002,6.229,124,719,1,73,55,13
39,400.927,593.696,4968,2210,14078752,2833.887,844.121,2612,1835,6466,227.433,786.707,5.213,5.452,2.279,5.069,227.346,786.737,5.259,198,769,1,71,31,10
40,19.046,71.278,236,225,459719,1947.962,102.262,1904,1836,2231,378.839,60.555,3.843,1.612,0.586,1.557,378.789,60.592,3.844,370,50,2,16,18,4
41,571.046,802.593,7076,3343,20881572,2951.042,1096.962,2563,1835,8582,388.254,142.011,7.408,6.343,2.2,6.328,387.61,141.232,7.414,351,122,2,78,47,12
42,880.215,892.226,10907,3495,42836424,3927.425,2043.233,3253,1835,14565,253.056,362.493,8.393,6.22,1.792,5.995,252.343,363.182,8.486,236,319,2,46,69,12
43,338.625,487.798,4196,1797,10441536,2488.45,536.169,2339,1835,4817,452.425,382.699,6.074,4.951,1.479,4.79,452.582,381.813,6.17,436,362,2,35,50,11
44,145.667,219.759,1805,954,4860650,2692.881,669.836,2512,1835,4922,509.911,514.706,5.006,3.146,0.902,2.97,510.048,514.07,4.95,501,499,2,18,36,6
45,23.565,63.788,292,189,669462,2292.678,370.528,2179.5,1838,3333,463.839,572.866,3.747,1.659,0.344,1.656,463.932,572.98,3.709,459,567,2,10,13,5
46,113.548,196.794,1407,757,3177748,2258.527,269.983,2229,1835,2902,278.249,687.276,4.957,2.846,0.651,2.703,278.403,687.325,4.964,266,671,2,21,30,8
47,25.744,101.81,319,310,632317,1982.185,127.693,1953,1835,2416,323.025,704.411,4.436,2.798,1.043,2.749,323.064,704.584,4.414,316,690,2,20,32,5
48,509.067,570.233,6308,2141,25076412,3975.335,2027.95,3346,1835,13329,284.725,775.384,7.965,4.826,0.836,4.867,285.679,775.627,7.834,263,750,2,40,43,12
49,124.523,193.688,1543,672,5065254,3282.731,1301.528,2879,1837,7281,411.094,81.456,6.208,3.046,0.593,2.957,411.395,81.284,6.029,403,73,3,17,21,9
50,546.029,632.814,6766,2672,17992454,2659.245,625.375,2553.5,1835,5991,454.292,93.814,7.829,5.131,1.174,4.982,455.02,93.65,7.837,431,65,3,42,51,11
51,182.225,278.091,2258,1037,5955590,2637.551,597.249,2503.5,1835,4283,184.536,165.864,6.446,3.399,0.902,3.429,184.589,165.957,6.424,170,149,3,26,32,8
52,227.499,339.803,2819,1293,6635359,2353.799,417.718,2250,1835,3589,475.227,213.054,7.053,3.766,0.723,3.695,474.952,213.031,6.957,463,194,3,25,38,9
53,95.551,192.784,1184,666,2793488,2359.365,438.37,2250,1835,4030,174.679,232.844,5.764,2.679,0.714,2.672,174.87,232.894,5.712,162,221,3,24,24,8
54,522.867,786.421,6479,3009,17928500,2767.171,854.37,2524,1835,6792,496.129,331.902,7.774,6.133,2.163,6.099,495.493,332.491,7.787,464,309,3,60,55,11
55,30.909,85.553,383,303,806017,2104.483,194.025,2064,1835,2671,389.726,441.856,4.559,1.81,0.637,1.757,389.736,441.771,4.535,381,433,3,17,17,4
56,928.071,1111.996,11500,4626,37745840,3282.247,1454.97,2845,1835,11838,462.094,502.282,7.987,6.631,2.133,6.817,463.98,502.339,8.157,430,466,3,65,72,11
57,17.754,57.758,220,204,458002,2081.827,191.056,2036.5,1835,2618,141.277,563.255,3.991,1.402,0.437,1.415,141.417,563.191,4.009,135,557,3,14,14,3
58,46.323,121.069,574,463,1186932,2067.826,163.885,2042,1835,2466,90.024,584.549,5.382,2.081,0.67,2.072,89.986,584.433,5.377,83,574,3,17,27,5
59,106.446,228.998,1319,922,2839525,2152.786,238.484,2093,1836,2876,95.501,706.043,5.219,3.104,1.338,2.973,95.582,706.146,5.213,84,686,3,27,38,6
60,70.533,142.665,874,557,2211454,2530.268,493.691,2446,1835,3767,261.637,755.175,5.153,2.313,0.643,2.292,261.67,755.184,5.175,250,747,3,24,19,6
61,124.2,212.374,1539,906,3587992,2331.379,371.653,2264,1835,3428,520.062,769.352,4.978,2.983,0.821,2.787,519.921,769.308,4.965,505,757,3,31,26,5
62,445.474,576.858,5520,2214,18256144,3307.272,1458.315,2793.5,1835,9032,471.974,775.405,8.566,5.398,1.929,5.025,470,774.845,8.362,454,759,3,57,39,11
63,28.004,89.394,347,243,685626,1975.867,92.497,1965,1837,2199,283.646,51.303,6.294,2.057,0.628,2.016,283.648,51.267,6.3,276,43,4,16,18,6
64,165.923,248.134,2056,857,6103810,2968.779,1044.25,2626,1835,6621,275.134,207.001,7.424,3.327,0.571,3.31,275.899,207.401,7.388,260,196,4,27,21,9
65,23.565,67.003,292,228,623111,2133.942,206.356,2108,1838,2636,313.764,330.596,5.671,1.63,0.537,1.55,313.762,330.681,5.677,310,320,4,9,20,4
66,16.544,57.738,205,124,481312,2347.864,410.052,2246,1839,3355,66.995,367.605,7.649,1.893,0.813,1.715,66.997,367.624,7.73,64,364,4,8,9,7
67,284.232,472.302,3522,1893,7940165,2254.448,283.506,2204,1835,3091,516.292,417.957,7.892,4.895,2.018,4.663,516.026,418.21,7.913,491,391,4,52,43,9
68,25.26,86.075,313,243,649781,2075.978,161.763,2046,1835,2476,368.693,428.84,5.403,2.079,0.862,1.884,368.633,428.948,5.391,363,415,4,16,25,4
69,116.937,262.421,1449,829,3305239,2281.048,353.9,2186,1835,3212,416.876,484.284,6.67,3.547,1.39,3.393,417.079,483.919,6.547,403,466,4,28,38,8
70,105.477,216.587,1307,563,4836375,3700.364,1981.451,2958,1836,11811,37.166,488.488,8.664,3.355,1.03,3.387,37.11,487.853,8.449,31,477,4,14,27,10
71,24.13,69.999,299,242,610366,2041.358,168.689,1978,1835,2453,235.043,597.619,6.037,1.556,0.401,1.51,235.074,597.587,6.011,228,590,4,14,14,5
72,324.583,472.102,4022,2003,10249133,2548.268,568.832,2453,1836,4972,461.806,611.362,6.88,4.738,1.756,4.893,461.726,612.04,6.859,445,583,4,33,54,8
73,281.165,497.989,3484,2281,8017244,2301.161,387.027,2211,1835,3818,100.564,620.792,8.759,5.111,2.098,4.919,100.443,621.409,8.8,76,585,4,44,67,8
74,209.744,303.969,2599,1212,6952723,2675.153,632.037,2532,1835,4750,572.392,641.354,8.164,3.569,0.957,3.429,572.411,641.141,8.177,559,628,4,28,38,9
75,463.471,547.143,5743,2127,25831876,4497.976,2995.812,3487,1835,17099,144.972,642.135,8.989,4.76,1.154,4.921,147.889,643.002,9.383,123,622,4,45,38,10
76,80.702,165.424,1000,649,2283300,2283.3,339.432,2209,1836,3219,477.871,744.92,6.297,2.596,0.739,2.553,478.029,744.86,6.254,464,736,4,28,18,7
77,252.516,365.532,3129,1495,8465961,2705.644,688.099,2559,1835,5428,394.105,785.504,7.253,3.936,1.201,3.781,394.181,785.261,7.187,380,761,4,34,43,8
78,181.983,306.362,2255,913,7987171,3541.983,1636.64,2988,1835,9980,137.041,786.278,8.143,4.1,1.216,4.203,137.135,786.414,8.037,114,781,4,45,13,10
79,172.137,263.424,2133,1204,5109754,2395.572,461.268,2287,1835,4082,304.761,145.002,7.872,3.265,0.933,3.153,305.19,144.693,7.884,287,127,5,38,33,7
80,120.246,241.038,1490,873,3693704,2478.996,531.198,2350,1835,4564,264.305,142.385,7.587,3.375,1.375,3.379,264.307,142.103,7.57,249,128,5,36,32,6
81,69.242,167.799,858,619,1919866,2237.606,326.112,2145.5,1835,3234,153.421,180.439,7.188,2.511,0.905,2.541,153.618,180.479,7.184,140,168,5,25,25,5
82,91.516,189.215,1134,770,2556546,2254.45,327.849,2179.5,1835,3310,343.608,267.393,7.114,2.749,1.024,2.581,343.419,267.472,7.101,328,255,5,33,25,5
83,382.446,536.69,4739,2199,14445379,3048.191,1147.028,2664,1835,7202,530.164,463.74,8.833,4.607,1.424,4.253,530.156,464.25,8.833,515,434,5,36,56,9
84,211.277,409.816,2618,1586,7056490,2695.374,1053.889,2221,1835,7128,294.096,514.291,7.854,4.162,1.616,3.91,292.008,514.424,7.679,272,500,5,51,31,7
85,59.397,123.431,736,394,1663555,2260.265,299.015,2211,1836,2967,563.798,530.694,8.507,2.328,0.468,2.241,563.812,530.751,8.531,557,523,5,14,17,7
86,122.828,218.998,1522,939,3630842,2385.573,458.771,2280.5,1835,4024,266.463,567.81,7.987,2.897,0.748,2.827,266.331,567.308,7.94,255,554,5,26,30,6
87,72.47,165.405,898,674,1853071,2063.553,194.492,2017,1836,2660,312.52,616.616,6.31,2.39,0.816,2.343,312.463,616.789,6.304,304,604,5,29,24,5
88,72.147,143.104,894,484,2036561,2278.032,320.624,2202,1836,3064,194.013,645.027,7.754,2.402,0.511,2.408,194.026,644.967,7.755,185,635,5,20,21,6
89,56.411,150.864,699,527,1441898,2062.801,153.808,2033,1836,2504,298.498,86.914,7.92,2.571,0.899,2.513,298.609,86.909,7.912,283,75,6,30,21,5
90,68.193,149.095,845,468,2389351,2827.634,941.158,2518,1836,6296,206.502,236.213,9.735,2.483,0.57,2.434,206.566,236.036,9.672,198,226,6,22,22,8
91,34.702,85.255,430,260,1053610,2450.256,510.303,2331,1836,3899,108.979,382.786,7.898,1.959,0.472,1.993,108.871,382.931,7.951,103,375,6,13,16,5
92,18.481,55.601,229,159,497736,2173.52,258.933,2129,1835,2792,51.965,467.585,8.197,1.503,0.328,1.495,51.957,467.58,8.206,48,462,6,9,12,5
93,95.47,207.233,1183,657,3231602,2731.701,774.747,2469,1835,5258,404.084,539.478,10.559,2.851,1.008,2.715,403.674,539.073,10.635,393,529,6,24,25,8
94,327.407,490.12,4057,1978,10936479,2695.706,975.402,2415,1835,9014,374.923,682.571,9.185,4.872,1.726,4.64,374.476,682.15,9.173,361,650,6,32,62,8
95,83.042,153.724,1029,524,2780710,2702.342,702.878,2530,1837,5077,112.188,758.857,8.839,2.523,0.39,2.474,112.161,758.871,8.818,103,748,6,22,20,7
96,43.821,113.456,543,355,1247646,2297.691,376.251,2193,1836,3387,133.269,231.626,9.514,2.099,0.5,2.053,133.279,231.526,9.54,124,225,7,21,18,5
97,21.87,68.391,271,209,590214,2177.911,347.843,2034,1835,3142,239.24,258.911,9.199,1.698,0.547,1.606,239.422,258.824,9.203,230,254,7,18,13,5
98,36.154,91.538,448,356,1070827,2390.239,456.554,2260,1835,3780,208.643,361.342,8.013,1.803,0.492,1.745,208.788,361.266,8.018,201,352,7,15,20,3
99,78.119,173.352,968,646,2317677,2394.294,514.047,2239,1837,4219,463.626,556.936,9.239,2.578,0.934,2.489,464.173,556.75,9.258,448,548,7,30,20,6
100,35.832,82.685,444,226,1466225,3302.309,1248.277,2895.5,1838,6703,208.741,626.613,9.486,2.043,0.413,1.947,208.661,626.647,9.501,203,622,7,13,11,6
101,28.084,73.905,348,232,757933,2177.969,255.049,2114,1835,2842,348.621,650.241,9.339,1.704,0.291,1.7,348.57,650.136,9.337,343,644,7,14,14,5
102,21.547,64.253,267,203,538220,2015.805,114.963,1999,1835,2298,423.404,32.509,9.644,1.556,0.386,1.541,423.36,32.464,9.645,419,25,8,14,14,4
103,26.551,76.817,329,237,740159,2249.723,339.051,2158,1837,3158,439.626,44.587,10.149,1.747,0.46,1.696,439.746,44.559,10.171,430,38,8,17,15,5
104,44.144,109.699,547,391,1150646,2103.558,204.345,2046,1835,2645,408.24,468.629,9.314,2.217,0.745,2.055,408.249,468.617,9.319,398,457,8,19,25,4
105,20.498,59.352,254,145,822683,3238.909,1256.479,2900.5,1842,6643,178.831,465.126,10.35,1.769,0.477,1.732,178.813,465.121,10.349,175,461,8,9,9,6
106,34.621,78.102,429,297,914679,2132.119,199.564,2103,1835,2680,267.58,527.904,9.417,1.756,0.291,1.763,267.622,527.836,9.418,261,521,8,13,15,4
107,50.842,116.575,630,435,1434297,2276.662,413.02,2137.5,1835,3435,537.8,573.021,10.197,2.096,0.474,2.057,537.565,573.181,10.229,526,566,8,23,15,5
108,118.39,221.973,1467,748,4157278,2833.864,815.359,2647,1835,6034,317.583,793.893,10.399,3.057,0.861,3.023,317.977,794.02,10.397,300,782,8,31,22,6
109,16.14,52.509,200,153,432624,2163.12,223.496,2150,1836,2707,409.305,422.605,10.205,1.491,0.434,1.425,409.333,422.594,10.198,404,416,9,10,17,4
110,23.968,66.39,297,177,802474,2701.933,670.28,2548,1843,4517,244.663,664.175,10.761,1.709,0.319,1.715,244.604,664.159,10.76,240,659,9,11,12,5
111,20.337,57.345,252,227,510247,2024.79,133.588,1996.5,1840,2315,351.06,668.933,10.115,1.488,0.447,1.423,351.073,668.962,10.129,346,660,9,10,17,3
112,55.926,116.537,693,520,1586104,2288.75,304.573,2247,1836,3042,436.348,745.423,10.189,2.071,0.538,2.042,436.349,745.465,10.187,428,735,9,18,21,4
113,16.625,54.033,206,192,414940,2014.272,137.612,1990.5,1835,2335,441.976,783.359,9.68,1.315,0.441,1.313,441.959,783.303,9.661,435,777,9,13,14,3
114,18.642,55.402,231,220,520435,2252.965,271.005,2226,1837,2751,262.294,411.658,10.519,1.405,0.467,1.394,262.28,411.665,10.503,257,403,10,11,18,3
115,26.632,68.992,330,289,686712,2080.946,200.134,2031,1835,2764,370.861,756.027,10.776,1.553,0.406,1.522,370.756,755.932,10.776,364,750,10,17,14,3
1,183.435,317.288,2273,1147,14029033,6172.034,2291.489,5291,3896,14043,286.502,194.522,3.772,3.84,1.297,3.613,286.149,193.401,3.945,276,181,1,26,42,9
2,925.973,1102.475,11474,4424,85122224,7418.705,3204.054,6498,3897,20888,190.431,246.367,7.271,7.441,3.473,6.616,190.192,246.47,7.315,166,191,1,53,100,13
3,622.857,753.716,7718,2692,71204112,9225.721,5559.685,7236,3895,31757,250.973,359.102,5.243,5.18,1.359,5.225,251.435,357.713,4.842,232,339,1,40,51,11
4,225.077,528.125,2789,1731,13664541,4899.441,880.678,4671,3896,9139,125.504,380.237,5.423,4.655,1.71,4.524,125.555,379.775,5.478,111,357,1,29,54,10
5,216.523,360.107,2683,1296,21849110,8143.537,4782.222,6453,3896,28343,217.95,381.411,5.645,4.069,1.278,4.173,218.163,379.432,5.024,203,364,1,28,38,10
6,21.467,61.257,266,208,1440622,5415.872,1184.822,5167,3915,8147,242.992,403.771,2.47,1.485,0.318,1.538,243.049,403.735,2.468,237,398,1,13,13,4
7,821.948,1090.615,10185,4115,82414280,8091.731,3805.218,6917,3895,23679,173.24,461.921,5.354,6.778,2.73,6.308,172.672,462.111,5.17,155,415,1,45,88,11
8,786.601,745.955,9747,3066,84234592,8642.104,4085.669,7557,3895,25888,226.947,477.593,6.672,5.735,1.333,5.612,226.894,475.962,6.419,208,450,1,37,60,12
9,224.109,399.083,2777,1454,16222017,5841.562,1645.344,5352,3895,11423,99.845,465.289,6.907,4.235,1.643,4.135,99.721,465.333,6.828,87,438,1,25,48,11
10,22.112,60.909,274,245,1401843,5116.215,1081.503,4769.5,3905,8260,375.332,481.117,1.635,1.43,0.402,1.445,375.439,481.373,1.621,368,474,1,14,14,3
11,164.148,369.121,2034,1459,11572254,5689.407,1969.745,4978,3895,15635,263.71,513.105,5.877,4.09,1.361,4.114,263.672,514.032,5.49,245,492,1,38,43,9
12,509.229,906.497,6310,3554,37207648,5896.616,1822.187,5374,3895,15769,158.66,541.076,5.03,5.555,1.587,5.53,159.114,541.53,5.096,129,514,1,58,55,10
13,865.77,1000.612,10728,4350,100313160,9350.593,6106.236,7129,3895,35184,279.898,573.581,4.811,6.878,2.386,6.49,277.933,573.847,4.388,252,530,1,72,71,11
14,1309.872,1650.37,16231,6467,118644200,7309.729,3535.996,6205,3895,28509,65.188,588.423,5.118,11.941,4.015,11.928,63.851,590.654,4.997,37,523,1,71,137,13
15,29.94,75.222,371,219,2574048,6938.135,2747.003,5913,3923,15408,197.075,545.237,3.038,1.89,0.424,1.854,197.212,545.182,2.979,191,541,1,13,9,6
16,710.096,841.57,8799,3456,73844400,8392.362,4587.57,6623,3895,25342,484.95,607.203,4.664,5.981,1.859,5.714,485.15,606.996,4.456,464,576,1,46,73,10
17,363.158,401.737,4500,1487,42115936,9359.097,5284.83,7426,3898,24902,347.4,632.232,5.066,4.377,0.575,4.332,346.916,632.286,4.725,333,615,1,33,33,10
18,16.463,62.871,204,199,904615,4434.387,435.758,4315,3913,5711,423.588,646.549,3.27,2.082,0.832,2.166,423.524,646.352,3.307,418,637,1,11,22,5
19,22.032,58.158,273,241,1376496,5042.11,836.764,4890,3897,7375,534.923,667.403,2.311,1.421,0.341,1.448,534.849,667.445,2.316,529,660,1,12,15,3
20,45.112,120.094,559,383,3045726,5448.526,1360.639,5041,3898,9345,148.315,673.837,2.979,2.287,0.811,2.351,148.23,673.868,2.949,139,664,1,21,23,5
21,688.548,1076.625,8532,4779,53091260,6222.604,2171.916,5469.5,3896,15350,245.227,685.036,4.998,8.318,3.106,8.229,242.841,684.647,5.051,195,658,1,105,55,11
22,147.926,229.766,1833,894,11689173,6377.072,2085.445,5816,3901,13742,676.215,722.748,3.005,3.17,0.798,3.123,675.752,722.43,2.911,668,705,1,20,35,7
23,47.776,125.17,592,550,3165075,5346.411,1176.708,5047,3899,8788,512.248,730.848,1.498,2.409,1.131,2.208,512.49,731.073,1.443,497,716,1,29,28,3
24,118.712,233.453,1471,831,8596868,5844.234,2121.738,5096,3897,15527,66.781,724.566,3.968,3.512,1.237,3.383,66.964,723.488,4.245,57,711,1,20,33,10
25,166.972,263.584,2069,984,12778440,6176.143,1830.278,5736,3896,13110,597.012,738.475,3.532,3.525,0.842,3.487,597.134,738.739,3.342,586,721,1,21,35,7
26,21.87,66.564,271,165,1340545,4946.661,688.612,4898,3915,6433,697.406,732.391,3.546,1.934,0.605,1.834,697.425,732.42,3.558,694,727,1,8,12,6
27,744.152,1179.78,9221,4686,62931672,6824.821,3386.404,5630,3895,26079,43.481,751.751,7.392,7.188,2.91,7.026,47.017,752.406,7.669,3,724,1,85,60,13
28,373.73,513.685,4631,2088,29301900,6327.337,2262.667,5615,3895,15723,252.472,748.292,5.129,4.451,1.327,4.238,252.07,749.027,5.272,226,722,1,46,47,9
29,587.187,687.965,7276,2393,61416164,8440.924,4645.582,6743,3895,26994,161.952,764.611,5.471,5.338,1.159,5.409,162.268,766.407,5.426,139,739,1,49,44,12
30,184.565,342.22,2287,1502,12255623,5358.821,1183.529,5064,3895,8886,600.678,792.231,2.275,4.285,1.893,4.161,600.529,791.762,2.259,588,757,1,30,59,5
31,302.551,496.802,3749,2052,28193052,7520.152,4207.16,5984,3895,28590,332.401,775.942,4.345,4.074,1.332,4.279,330.657,775.264,4.131,315,757,1,38,42,9
32,52.698,109.479,653,383,5549013,8497.723,4134.854,7307,3910,20348,30.694,770.473,2.626,2.221,0.514,2.081,30.746,770.564,2.351,22,762,1,17,16,6
33,46.646,118.202,578,471,2969881,5138.203,807.958,5107,3897,7339,743.422,780.637,1.934,2.395,1.016,2.291,743.49,780.589,1.896,736,763,1,13,33,4
34,284.878,487.05,3530,1762,26983036,7643.919,4306.081,6037.5,3896,27192,165.756,802.789,3.325,4.536,1.686,4.73,165.146,802.008,3.076,139,786,1,52,37,9
35,27.923,77.412,346,342,1568543,4533.361,466.17,4449,3895,5924,507.59,813.384,1.497,1.713,0.628,1.696,507.522,813.274,1.482,498,802,1,17,20,3
36,148.249,253.67,1837,1273,12114027,6594.462,2508.519,5754,3897,14119,451.72,825.127,2.072,3.222,1.019,3.148,451.116,824.811,1.879,437,811,1,38,34,6
37,20.821,62.142,258,211,1160455,4497.888,465.6,4376.5,3899,5850,660.818,815.372,3.128,1.481,0.427,1.461,660.751,815.465,3.121,655,809,1,14,13,4
38,163.825,245.836,2030,924,14030503,6911.578,3546.477,5635,3896,23442,642.163,844.91,3.72,3.531,0.746,3.48,643.14,844.738,3.33,625,833,1,29,25,8
39,101.604,183.473,1259,492,8676273,6891.4,2442.806,6276,3898,14390,711.214,840.169,5.346,3.094,0.752,3.029,711.341,840.14,5.37,703,832,1,18,17,10
40,643.678,978.552,7976,4259,47468704,5951.442,2028.527,5242.5,3895,15859,247.094,861.86,4.688,6.409,2.167,6.241,246.77,862.089,4.45,219,830,1,68,61,10
41,32.926,84.578,408,296,2408717,5903.718,1730.351,5537,3895,11107,375.586,855.213,2.853,1.816,0.465,1.748,375.543,855.239,2.876,363,850,1,22,12,5
42,835.264,1176.502,10350,4538,73105840,7063.366,3305.216,5756,3895,21300,68.555,877.69,5.613,7.273,2.902,6.907,68.851,878.425,5.64,31,841,1,83,59,13
43,938.24,1126.354,11626,4234,94882080,8161.197,3781.436,6954,3895,21364,444.052,902.836,4.519,8.814,2.307,8.738,443.792,903.433,4.19,398,869,1,91,65,11
44,527.467,679.917,6536,2743,46786336,7158.252,2868.912,6403.5,3895,20973,181.593,878.845,5.798,5.313,1.433,5.254,181.073,879.087,5.779,157,853,1,54,51,11
45,77.797,151.548,964,482,6572782,6818.239,2920.51,5693,3895,16163,242.011,902.213,3.794,2.767,0.793,2.652,242.129,902.225,3.538,235,893,1,15,19,8
46,422.878,468.903,5240,1827,38435824,7335.081,3905.942,6050,3897,29215,305.625,928.927,5.73,4.612,0.902,4.669,307.151,929.268,5.748,285,915,1,41,27,12
47,63.27,179.558,784,695,4316474,5505.707,1744.009,4963,3896,11956,359.44,929.644,1.491,3.979,1.716,3.923,358.173,929.488,1.435,340,921,1,51,19,4
48,103.218,165.603,1279,548,12160089,9507.497,6167.964,7131,3895,29362,421.01,938.479,3.807,3.037,0.618,3.03,420.977,938.946,3.075,413,930,1,18,17,8
49,35.428,76.695,439,327,2067030,4708.497,527.397,4633,3903,6029,302.387,62.686,2.986,1.693,0.353,1.707,302.391,62.78,2.98,295,55,2,15,15,3
